ID	TEXT	ANN1	ANN2	ANN1 (neutral)	ANN2 (neutral)	ANN1 (anger)	ANN2 (anger)	ANN1 (disgust)	ANN2 (disgust)	ANN1 (fear)	ANN2 (fear)	ANN1 (joy)	ANN2 (joy)	ANN1 (sadness)	ANN2 (sadness)	ANN1 (surprise)	ANN2 (surprise)
song6-40	"Well, I'm back, Yes I'm back"	joy	neutral	noneutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song6-41	"Well, I'm back, back"	joy	neutral	noneutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song6-42	Well I'm back in black	joy	neutral	noneutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song6-43	Yes I'm back in black	joy	neutral	noneutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song6-44	Hooo yeah	joy	neutral	noneutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song6-45	Ohh yeah	joy	neutral	noneutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song6-46	Yes I am	joy	neutral	noneutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song6-47	"Oooh yeah, yeah Oh yeah"	joy	neutral	noneutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song6-48	Back in now	joy	neutral	noneutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song6-49	"Well I'm back, I'm back"	joy	neutral	noneutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song6-50	"Back, I'm back"	joy	neutral	noneutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song6-51	"Back, I'm back"	joy	neutral	noneutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song6-52	"Back, I'm back"	joy	neutral	noneutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song6-53	"Back, I'm back"	joy	neutral	noneutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song6-54	Back	joy	neutral	noneutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song6-55	Back in black	joy	neutral	noneutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song6-56	Yes I'm back in black	joy	neutral	noneutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song6-57	Outta sight	joy	neutral	noneutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song7-01	She Was More Like A Beauty Queen From A Movie Scene	joy	surprise	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	surprise
song7-02	"I Said Don't Mind, But What Do You Mean I Am The One"	joy	surprise	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	surprise
song7-03	Who Will Dance On The Floor In The Round	joy	neutral	noneutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song7-04	She Said I Am The One Who Will Dance On The Floor In The Round	joy	surprise	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	surprise
song7-05	"She Told Me Her Name Was Billie Jean, As She Caused A Scene"	joy	surprise	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	surprise
song7-06	Then Every Head Turned With Eyes That Dreamed Of Being The One	joy	surprise	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	surprise
song7-07	Who Will Dance On The Floor In The Round	joy	neutral	noneutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song7-08	People Always Told Me Be Careful Of What You Do	fear	fear	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	fear	fear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song7-09	And Don't Go Around Breaking Young Girls' Hearts	fear	fear	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	fear	fear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song7-10	And Mother Always Told Me Be Careful Of Who You Love	fear	fear	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	fear	fear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song7-11	And Be Careful Of What You Do 'Cause The Lie Becomes The Truth	fear	fear	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	fear	fear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song7-12	Billie Jean Is Not My Lover	anger	anger	noneutral	noneutral	anger	anger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song7-13	She's Just A Girl Who Claims That I Am The One	anger	surprise	noneutral	noneutral	anger	noanger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	surprise
song7-14	But The Kid Is Not My Son	anger	anger	noneutral	noneutral	anger	anger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song7-15	"She Says I Am The One, But The Kid Is Not My Son"	anger	surprise	noneutral	noneutral	anger	noanger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	surprise
song7-16	For Forty Days And Forty Nights	fear	neutral	noneutral	neutral	noanger	noanger	nodisgust	nodisgust	fear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song7-17	The Law Was On Her Side	fear	neutral	noneutral	neutral	noanger	noanger	nodisgust	nodisgust	fear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song7-18	But Who Can Stand When She's In Demand	fear	anger	noneutral	noneutral	noanger	anger	nodisgust	nodisgust	fear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song7-19	Her Schemes And Plans	fear	anger	noneutral	noneutral	noanger	anger	nodisgust	nodisgust	fear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song7-20	Cause We Danced On The Floor In The Round	joy	neutral	noneutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song7-21	"So Take My Strong Advice, Just Remember To Always Think Twice"	fear	anger	noneutral	noneutral	noanger	anger	nodisgust	nodisgust	fear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song7-22	(Do Think Twice)	fear	anger	noneutral	noneutral	noanger	anger	nodisgust	nodisgust	fear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song7-23	She Told My Baby That's A Threat	fear	anger	noneutral	noneutral	noanger	anger	nodisgust	nodisgust	fear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song7-24	As She Looked At Me	fear	neutral	noneutral	neutral	noanger	noanger	nodisgust	nodisgust	fear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song7-25	Then Showed A Photo Of A Baby Cries	sadness	neutral	noneutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	sadness	nosadness	nosurprise	nosurprise
song7-26	Eyes Would Like Mine	sadness	neutral	noneutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	sadness	nosadness	nosurprise	nosurprise
song7-27	"Go On Dance On The Floor In The Round, Baby"	joy	neutral	noneutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song7-28	People Always Told Me Be Careful Of What You Do	fear	fear	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	fear	fear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song7-29	And Don't Go Around Breaking Young Girls' Hearts	fear	fear	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	fear	fear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song7-30	She Came And Stood Right By Me	joy	surprise	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	surprise
song7-31	Then The Smell Of Sweet Perfume	joy	joy	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	joy	nosadness	nosadness	nosurprise	nosurprise
song7-32	This Happened Much Too Soon	joy	surprise	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	surprise
song7-33	She Called Me To Her Room	joy	surprise	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	surprise
song7-34	Billie Jean Is Not My Lover	anger	anger	noneutral	noneutral	anger	anger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song7-35	She's Just A Girl Who Claims That I Am The One	anger	surprise	noneutral	noneutral	anger	noanger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	surprise
song7-36	But The Kid Is Not My Son	anger	anger	noneutral	noneutral	anger	anger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song7-37	Billie Jean Is Not My Lover	anger	anger	noneutral	noneutral	anger	anger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song7-38	She's Just A Girl Who Claims That I Am The One	anger	surprise	noneutral	noneutral	anger	noanger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	surprise
song7-39	But The Kid Is Not My Son	anger	anger	noneutral	noneutral	anger	anger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song7-40	"She Says I Am The One, But The Kid Is Not My Son"	anger	surprise	noneutral	noneutral	anger	noanger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	surprise
song7-41	"She Says I Am The One, But The Kid Is Not My Son"	anger	surprise	noneutral	noneutral	anger	noanger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	surprise
song7-42	Billie Jean Is Not My Lover	anger	anger	noneutral	noneutral	anger	anger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song7-43	She's Just A Girl Who Claims That I Am The One	anger	surprise	noneutral	noneutral	anger	noanger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	surprise
song7-44	But The Kid Is Not My Son	anger	anger	noneutral	noneutral	anger	anger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song7-45	"She Says I Am The One, But The Kid Is Not My Son"	anger	surprise	noneutral	noneutral	anger	noanger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	surprise
song7-46	"She Says I Am The One, She Says He Is My Son"	anger	surprise	noneutral	noneutral	anger	noanger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	surprise
song7-47	She Says I Am The One	anger	surprise	noneutral	noneutral	anger	noanger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	surprise
song7-48	Billie Jean Is Not My Lover	anger	anger	noneutral	noneutral	anger	anger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song7-49	Billie Jean Is Not My Lover	anger	anger	noneutral	noneutral	anger	anger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song7-50	Billie Jean Is Not My Lover	anger	anger	noneutral	noneutral	anger	anger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song7-51	Billie Jean Is Not My Lover	anger	anger	noneutral	noneutral	anger	anger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song7-52	Billie Jean Is Not My Lover	anger	anger	noneutral	noneutral	anger	anger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song7-53	Billie Jean Is Not My Lover	anger	anger	noneutral	noneutral	anger	anger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song8-01	Aah	neutral	neutral	neutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song8-02	Buddy you're a boy make a big noise	joy	disgust	noneutral	noneutral	noanger	noanger	nodisgust	disgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song8-03	Playin' in the street gonna be a big man some day	joy	disgust	noneutral	noneutral	noanger	noanger	nodisgust	disgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song8-04	You got mud on yo' face	disgust	disgust	noneutral	noneutral	noanger	noanger	disgust	disgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song8-05	You big disgrace	disgust	disgust	noneutral	noneutral	noanger	noanger	disgust	disgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song8-06	Kickin' your can all over the place	disgust	disgust	noneutral	noneutral	noanger	noanger	disgust	disgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song8-07	Singin'	neutral	joy	neutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	nojoy	joy	nosadness	nosadness	nosurprise	nosurprise
song8-08	We will we will rock you	joy	joy	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	joy	nosadness	nosadness	nosurprise	nosurprise
song8-09	We will we will rock you	joy	joy	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	joy	nosadness	nosadness	nosurprise	nosurprise
song8-10	Buddy you're a young man hard man	joy	disgust	noneutral	noneutral	noanger	noanger	nodisgust	disgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song8-11	Shouting in the street gonna take on the world some day	joy	disgust	noneutral	noneutral	noanger	noanger	nodisgust	disgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song8-12	You got blood on yo' face	disgust	disgust	noneutral	noneutral	noanger	noanger	disgust	disgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song8-13	You big disgrace	disgust	disgust	noneutral	noneutral	noanger	noanger	disgust	disgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song8-14	Wavin' your banner all over the place	disgust	disgust	noneutral	noneutral	noanger	noanger	disgust	disgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song8-15	We will we will rock you	joy	joy	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	joy	nosadness	nosadness	nosurprise	nosurprise
song8-16	Sing it	joy	joy	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	joy	nosadness	nosadness	nosurprise	nosurprise
song8-17	We will we will rock you	joy	joy	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	joy	nosadness	nosadness	nosurprise	nosurprise
song8-18	Buddy you're an old man poor man	sadness	disgust	noneutral	noneutral	noanger	noanger	nodisgust	disgust	nofear	nofear	nojoy	nojoy	sadness	nosadness	nosurprise	nosurprise
song8-19	Pleadin' with your eyes gonna make	sadness	disgust	noneutral	noneutral	noanger	noanger	nodisgust	disgust	nofear	nofear	nojoy	nojoy	sadness	nosadness	nosurprise	nosurprise
song8-20	You some peace some day	sadness	disgust	noneutral	noneutral	noanger	noanger	nodisgust	disgust	nofear	nofear	nojoy	nojoy	sadness	nosadness	nosurprise	nosurprise
song8-21	You got mud on your face	disgust	disgust	noneutral	noneutral	noanger	noanger	disgust	disgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song8-22	Big disgrace	disgust	disgust	noneutral	noneutral	noanger	noanger	disgust	disgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song8-23	Somebody betta put you back into your place	anger	disgust	noneutral	noneutral	anger	noanger	nodisgust	disgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song8-24	We will we will rock you	joy	joy	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	joy	nosadness	nosadness	nosurprise	nosurprise
song8-25	Sing it	joy	joy	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	joy	nosadness	nosadness	nosurprise	nosurprise
song8-26	We will we will rock you	joy	joy	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	joy	nosadness	nosadness	nosurprise	nosurprise
song8-27	Everybody	neutral	neutral	neutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song8-28	We will we will rock you	joy	joy	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	joy	nosadness	nosadness	nosurprise	nosurprise
song8-29	We will we will rock you	joy	joy	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	joy	nosadness	nosadness	nosurprise	nosurprise
song8-30	Alright	neutral	neutral	neutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song9-01	She's got a smile that it seems to me	joy	joy	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	joy	nosadness	nosadness	nosurprise	nosurprise
song9-02	Reminds me of childhood memories	joy	joy	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	joy	nosadness	nosadness	nosurprise	nosurprise
song9-03	Where everything	joy	neutral	noneutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song9-04	Was as fresh as the bright blue sky	joy	joy	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	joy	nosadness	nosadness	nosurprise	nosurprise
song9-05	Now and then when I see her face	joy	neutral	noneutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song9-06	She takes me away to that	joy	joy	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	joy	nosadness	nosadness	nosurprise	nosurprise
song9-07	special place	joy	joy	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	joy	nosadness	nosadness	nosurprise	nosurprise
song9-08	And if I stared too long	sadness	neutral	noneutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	sadness	nosadness	nosurprise	nosurprise
song9-09	I'd probably break down and cry	sadness	sadness	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	sadness	sadness	nosurprise	nosurprise
song9-10	Sweet child o' mine	joy	joy	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	joy	nosadness	nosadness	nosurprise	nosurprise
song9-11	Sweet love of mine	joy	joy	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	joy	nosadness	nosadness	nosurprise	nosurprise
song9-12	She's got eyes of the bluest skies	joy	joy	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	joy	nosadness	nosadness	nosurprise	nosurprise
song9-13	As if they thought of rain	joy	neutral	noneutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song9-14	I hate to look into those eyes	sadness	anger	noneutral	noneutral	noanger	anger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	sadness	nosadness	nosurprise	nosurprise
song9-15	And see an ounce of pain	sadness	anger	noneutral	noneutral	noanger	anger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	sadness	nosadness	nosurprise	nosurprise
song9-16	Her hair reminds me	joy	neutral	noneutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song9-17	of a warm safe place	joy	joy	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	joy	nosadness	nosadness	nosurprise	nosurprise
song9-18	Where as a child I'd hide	joy	fear	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	fear	joy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song9-19	And pray for the thunder	fear	fear	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	fear	fear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song9-20	And the rain	fear	fear	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	fear	fear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song9-21	To quietly pass me by	fear	fear	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	fear	fear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song9-22	Sweet child o' mine	joy	joy	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	joy	nosadness	nosadness	nosurprise	nosurprise
song9-23	Sweet love of mine	joy	joy	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	joy	nosadness	nosadness	nosurprise	nosurprise
song9-24	Where do we go	fear	fear	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	fear	fear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song9-25	Where do we go now	fear	fear	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	fear	fear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song9-26	Where do we go	fear	fear	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	fear	fear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song9-27	Sweet child o' mine	joy	joy	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	joy	joy	nosadness	nosadness	nosurprise	nosurprise
song10-01	YOU	neutral	neutral	neutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song10-02	YOU HAVE	neutral	neutral	neutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song10-03	YOU GOT ME	neutral	neutral	neutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song10-04	YOU ASKED ME	neutral	neutral	neutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song10-05	YOU ASKED ME AND I DID NOT SAY ANYTHING	sadness	anger	noneutral	noneutral	noanger	anger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	sadness	nosadness	nosurprise	nosurprise
song10-06	WILL YOU UNTIL DEATH DO YOU PART	sadness	sadness	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	sadness	sadness	nosurprise	nosurprise
song10-07	BE FAITHFUL TO HER FOR ALL DAYS	sadness	neutral	noneutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	sadness	nosadness	nosurprise	nosurprise
song10-08	NO	neutral	neutral	neutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
song10-09	"DO YOU WANT, UNTIL DEATH SEPARATES YOU"	sadness	sadness	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	sadness	sadness	nosurprise	nosurprise
song10-10	THEY LOVE EVEN IN BAD DAYS	sadness	sadness	noneutral	noneutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	sadness	sadness	nosurprise	nosurprise
song10-11	NO	neutral	neutral	neutral	neutral	noanger	noanger	nodisgust	nodisgust	nofear	nofear	nojoy	nojoy	nosadness	nosadness	nosurprise	nosurprise
